Time(s),Node,RSSI(dBm),TransmissionPower(dBm),PacketCount,BatteryLevel(%)
108,2,-92,20,0,0
108,3,-103,20,0,0
108,4,-96,20,0,0
108,5,-94,20,0,0
108,6,-97,20,0,0
108,7,-92,20,0,0
108,8,-100,20,0,0
108,9,-96,20,0,0
108,10,-101,20,0,0
108,11,-103,20,0,0
108,12,-91,20,0,0
108,13,-103,20,0,0
108,14,-95,20,0,0
108,15,-109,20,0,0
108,16,-97,20,0,0
108,17,-103,20,0,0
108,18,-92,20,0,0
108,19,-110,20,0,0
109,0,-101,20,0,0
109,1,-95,20,0,0
109,2,-98,20,0,0
109,3,-99,20,0,0
109,4,-107,20,0,0
109,5,-98,20,0,0
109,6,-103,20,0,0
109,7,-97,20,0,0
109,8,-97,20,0,0
109,9,-108,20,0,0
109,10,-97,20,0,0
109,11,-102,20,0,0
109,12,-94,20,0,0
109,13,-99,20,0,0
109,14,-94,20,0,0
109,15,-100,20,0,0
109,16,-91,20,0,0
109,17,-109,20,0,0
109,18,-101,20,0,0
109,19,-109,20,0,0
110,0,-95,20,0,0
110,1,-100,20,0,0
110,2,-101,20,0,0
110,3,-96,20,0,0
110,4,-101,20,0,0
110,5,-94,20,0,0
110,6,-102,20,0,0
110,7,-108,20,0,0
110,8,-106,20,0,0
110,9,-104,20,0,0
110,10,-95,20,0,0
110,11,-97,20,0,0
110,12,-96,20,0,0
110,13,-103,20,0,0
110,14,-106,20,0,0
110,15,-93,20,0,0
110,16,-99,20,0,0
110,17,-106,20,0,0
110,18,-100,20,0,0
110,19,-106,20,0,0
111,0,-92,20,0,0
111,1,-107,20,0,0
111,2,-97,20,0,0
111,3,-96,20,0,0
111,4,-104,20,0,0
111,5,-109,20,0,0
111,6,-105,20,0,0
111,7,-105,20,0,0
111,8,-96,20,0,0
111,9,-104,20,0,0
111,10,-104,20,0,0
111,11,-101,20,0,0
111,12,-94,20,0,0
111,13,-103,20,0,0
111,14,-95,20,0,0
111,15,-104,20,0,0
111,16,-106,20,0,0
111,17,-107,20,0,0
111,18,-110,20,0,0
111,19,-110,20,0,0
112,0,-108,20,0,0
112,1,-95,20,0,0
112,2,-97,20,0,0
112,3,-102,20,0,0
112,4,-95,20,0,0
112,5,-100,20,0,0
112,6,-105,20,0,0
112,7,-104,20,0,0
112,8,-104,20,0,0
112,9,-103,20,0,0
112,10,-107,20,0,0
112,11,-106,20,0,0
112,12,-100,20,0,0
112,13,-102,20,0,0
112,14,-100,20,0,0
112,15,-102,20,0,0
112,16,-109,20,0,0
112,17,-95,20,0,0
112,18,-97,20,0,0
112,19,-95,20,0,0
113,0,-109,20,0,0
113,1,-99,20,0,0
113,2,-106,20,0,0
113,3,-100,20,0,0
113,4,-99,20,0,0
113,5,-99,20,0,0
113,6,-102,20,0,0
113,7,-95,20,0,0
113,8,-103,20,0,0
113,9,-102,20,0,0
113,10,-95,20,0,0
113,11,-109,20,0,0
113,12,-94,20,0,0
113,13,-110,20,0,0
113,14,-101,20,0,0
113,15,-99,20,0,0
113,16,-108,20,0,0
113,17,-96,20,0,0
113,18,-101,20,0,0
113,19,-110,20,0,0
114,0,-109,20,0,0
114,1,-106,20,0,0
114,2,-106,20,0,0
114,3,-107,20,0,0
114,4,-98,20,0,0
114,5,-95,20,0,0
114,6,-99,20,0,0
114,7,-97,20,0,0
114,8,-108,20,0,0
114,9,-94,20,0,0
114,10,-110,20,0,0
114,11,-94,20,0,0
114,12,-91,20,0,0
114,13,-94,20,0,0
114,14,-92,20,0,0
114,15,-100,20,0,0
114,16,-102,20,0,0
114,17,-104,20,0,0
114,18,-93,20,0,0
114,19,-95,20,0,0
115,0,-96,20,0,0
115,1,-106,20,0,0
115,2,-94,20,0,0
115,3,-100,20,0,0
115,4,-105,20,0,0
115,5,-105,20,0,0
115,6,-97,20,0,0
115,7,-91,20,0,0
115,8,-99,20,0,0
115,9,-95,20,0,0
115,10,-110,20,0,0
115,11,-106,20,0,0
115,12,-91,20,0,0
115,13,-94,20,0,0
115,14,-103,20,0,0
115,15,-106,20,0,0
115,16,-107,20,0,0
115,17,-100,20,0,0
115,18,-101,20,0,0
115,19,-104,20,0,0
116,0,-104,20,0,0
116,1,-100,20,0,0
116,2,-96,20,0,0
116,3,-105,20,0,0
116,4,-92,20,0,0
116,5,-98,20,0,0
116,6,-102,20,0,0
116,7,-104,20,0,0
116,8,-92,20,0,0
116,9,-105,20,0,0
116,10,-97,20,0,0
116,11,-106,20,0,0
116,12,-100,20,0,0
116,13,-109,20,0,0
116,14,-103,20,0,0
116,15,-103,20,0,0
116,16,-92,20,0,0
116,17,-110,20,0,0
116,18,-92,20,0,0
116,19,-101,20,0,0
117,0,-103,20,0,0
117,1,-92,20,0,0
117,2,-97,20,0,0
117,3,-91,20,0,0
117,4,-103,20,0,0
117,5,-98,20,0,0
117,6,-95,20,0,0
117,7,-100,20,0,0
117,8,-108,20,0,0
117,9,-106,20,0,0
117,10,-102,20,0,0
117,11,-110,20,0,0
117,12,-104,20,0,0
117,13,-108,20,0,0
117,14,-104,20,0,0
117,15,-105,20,0,0
117,16,-104,20,0,0
117,17,-104,20,0,0
117,18,-107,20,0,0
117,19,-106,20,0,0
118,0,-99,20,0,0
118,1,-93,20,0,0
118,2,-109,20,0,0
118,3,-97,20,0,0
118,4,-100,20,0,0
118,5,-102,20,0,0
118,6,-98,20,0,0
118,7,-101,20,0,0
118,8,-110,20,0,0
118,9,-99,20,0,0
118,10,-100,20,0,0
118,11,-102,20,0,0
118,12,-109,20,0,0
118,13,-94,20,0,0
118,14,-103,20,0,0
118,15,-102,20,0,0
118,16,-102,20,0,0
118,17,-108,20,0,0
118,18,-99,20,0,0
118,19,-107,20,0,0
119,0,-92,20,0,0
119,1,-91,20,0,0
119,2,-107,20,0,0
119,3,-105,20,0,0
119,4,-96,20,0,0
119,5,-109,20,0,0
119,6,-108,20,0,0
119,7,-98,20,0,0
119,8,-103,20,0,0
119,9,-93,20,0,0
119,10,-101,20,0,0
119,11,-99,20,0,0
119,12,-96,20,0,0
119,13,-100,20,0,0
119,14,-106,20,0,0
119,15,-93,20,0,0
119,16,-92,20,0,0
119,17,-93,20,0,0
119,18,-104,20,0,0
119,19,-92,20,0,0
